experiment_id,market_cap_percentile,initial_investment,split_method,stocks_to_invest,min_zscore_rank,total_stocks,total_invested,total_final_value,remaining_cash,total_two_quarter_return_pct,total_annualized_return_pct,avg_two_quarter_return_pct,avg_annualized_return_pct,weighted_avg_two_quarter_return,weighted_avg_annualized_return,portfolio_sortino_ratio,avg_stock_sortino_ratio,max_drawdown_pct,positive_returns_pct,return_volatility,win_loss_ratio
609,0.35,10000,equal,5,45,5,9916.124794006348,14041.220888137816,83.87520599365234,41.59988079844277,100.50526242133202,41.86932855023305,119.83708916462092,41.59988079844277,118.97189099020314,15.4991539494363,-0.282842712474619,-5.532486713557616,80.0,48.17679074471602,4.0
610,0.35,10000,equal,5,50,5,9916.124794006348,14041.220888137816,83.87520599365234,41.59988079844277,100.50526242133202,41.86932855023305,119.83708916462092,41.59988079844277,118.97189099020314,15.4991539494363,-0.282842712474619,-5.532486713557616,80.0,48.17679074471602,4.0
611,0.35,10000,equal,10,5,3,9969.527660369871,15274.877494812012,30.472339630126953,53.21565890760875,134.75038134492712,53.11549200115687,156.0134240769611,53.21565890760874,156.34833266302817,0.0,0.0,17.47871589501282,100.0,56.88130426958987,inf
612,0.35,10000,equal,10,10,6,9894.98497390747,14939.900026321411,105.0150260925293,50.98456506722449,127.96338888538943,51.21042385920509,148.48208035843723,50.98456506722447,147.75035716466755,21.00692649511802,-0.2357022603955158,-5.532486713557616,83.33333333333334,48.78871695992754,5.0
613,0.35,10000,equal,10,15,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
614,0.35,10000,equal,10,20,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
615,0.35,10000,equal,10,25,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
616,0.35,10000,equal,10,30,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
617,0.35,10000,equal,10,35,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
618,0.35,10000,equal,10,40,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
619,0.35,10000,equal,10,45,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
620,0.35,10000,equal,10,50,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
621,0.35,10000,equal,15,5,3,9969.527660369871,15274.877494812012,30.472339630126953,53.21565890760875,134.75038134492712,53.11549200115687,156.0134240769611,53.21565890760874,156.34833266302817,0.0,0.0,17.47871589501282,100.0,56.88130426958987,inf
622,0.35,10000,equal,15,10,6,9894.98497390747,14939.900026321411,105.0150260925293,50.98456506722449,127.96338888538943,51.21042385920509,148.48208035843723,50.98456506722447,147.75035716466755,21.00692649511802,-0.2357022603955158,-5.532486713557616,83.33333333333334,48.78871695992754,5.0
623,0.35,10000,equal,15,15,10,9811.162464141846,13503.009977340698,188.8375358581543,37.62905289451619,89.41756200641535,37.82104175520245,112.36358451677268,37.629052894516185,111.94553139008843,2.948515398213581,-0.282842712474619,-50.46729229427942,80.0,49.9079029723529,4.0
624,0.35,10000,equal,15,20,11,9759.4416847229,13627.276817321776,240.5583152770996,39.6317254362353,94.970187483002,40.19740269151535,117.49708908250535,39.63172543623531,115.71675994968427,3.3004842714282208,-0.2571297386132899,-50.46729229427942,81.81818181818183,47.99830106872519,4.5
625,0.35,10000,equal,15,25,12,9759.440704345703,13896.96318435669,240.55929565429688,42.395077805725315,102.76358183298564,42.89968251673758,124.20508830079548,42.3950778057253,122.73076545334813,3.694353687230806,-0.2357022603955158,-50.46729229427942,83.33333333333334,46.712150259319685,5.0
