
ticker
BRK-B
JPM
XOM
ticker
BAC
WFC
AXP
BX
ticker
MS
GS
ticker
PGR
KKR
SCHW
C
ticker
CB
ELV
ticker
CI
PNC
USB
ticker
COF
EOG
ticker
KMI
TFC
AFL
BK
MET
FCX
TRV
ticker
AMP
ALL
ticker
AIG
D
OXY
ticker
PRU
ticker
ACGL
HIG
RJF
MTB
ticker
HUM
STT
FITB
ticker
TPL
SYF
HBAN
HAL
ticker
CINF
WRB
ERIE
RF
ticker
STE
NTRS
DVN
WY
CFG
ticker
L
PFG
ticker
KEY
ticker
EG
ticker
BG
AIZ
ticker
GL
APA
MOS
